IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.210.174.156,80,false,HKG,Asia Pacific,Hong Kong,65 ms,9283 kB/s
8.210.203.7,2082,false,HKG,Asia Pacific,Hong Kong,64 ms,9243 kB/s
8.210.3.24,80,false,HKG,Asia Pacific,Hong Kong,70 ms,9160 kB/s
47.243.67.28,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,9158 kB/s
8.218.52.115,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,9116 kB/s
8.210.175.109,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,9080 kB/s
8.210.66.190,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,9068 kB/s
8.210.175.109,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,9050 kB/s
8.217.159.210,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,9020 kB/s
47.243.67.28,2052,false,HKG,Asia Pacific,Hong Kong,57 ms,8949 kB/s
8.218.52.115,2082,false,HKG,Asia Pacific,Hong Kong,56 ms,8897 kB/s
8.210.55.134,8080,false,HKG,Asia Pacific,Hong Kong,66 ms,8832 kB/s
8.218.18.132,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,8826 kB/s
8.218.201.73,2082,false,HKG,Asia Pacific,Hong Kong,67 ms,8723 kB/s
8.210.192.93,2082,false,HKG,Asia Pacific,Hong Kong,70 ms,8702 kB/s
8.210.207.214,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,8649 kB/s
8.210.156.6,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,8606 kB/s
47.76.49.246,2082,false,HKG,Asia Pacific,Hong Kong,70 ms,8604 kB/s
8.210.34.188,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,8588 kB/s
8.210.203.7,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,8575 kB/s
47.242.59.216,2086,false,HKG,Asia Pacific,Hong Kong,67 ms,8562 kB/s
8.218.207.169,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,8556 kB/s
8.218.11.90,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,8474 kB/s
8.218.52.115,2052,false,HKG,Asia Pacific,Hong Kong,61 ms,8425 kB/s
8.210.39.96,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,8380 kB/s
8.219.202.130,2086,false,SIN,Asia Pacific,Singapore,215 ms,8371 kB/s
8.210.55.134,2082,false,HKG,Asia Pacific,Hong Kong,64 ms,8342 kB/s
8.217.239.116,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,8326 kB/s
47.242.202.230,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,8320 kB/s
47.236.145.85,2086,false,SIN,Asia Pacific,Singapore,234 ms,8313 kB/s
8.217.164.10,2082,false,HKG,Asia Pacific,Hong Kong,59 ms,8295 kB/s
8.218.18.235,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,8282 kB/s
47.245.102.52,2052,false,SIN,Asia Pacific,Singapore,248 ms,8260 kB/s
8.218.211.17,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,8242 kB/s
8.210.65.1,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,8226 kB/s
8.218.48.92,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,8214 kB/s
47.237.94.140,8880,false,SIN,Asia Pacific,Singapore,229 ms,8158 kB/s
47.76.159.146,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,8064 kB/s
8.218.85.128,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,8053 kB/s
8.217.232.246,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,8001 kB/s
47.236.171.205,2052,false,SIN,Asia Pacific,Singapore,233 ms,7982 kB/s
47.245.102.52,2082,false,SIN,Asia Pacific,Singapore,231 ms,7979 kB/s
8.217.149.28,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,7941 kB/s
8.218.22.210,80,false,HKG,Asia Pacific,Hong Kong,53 ms,7926 kB/s
8.217.239.116,80,false,HKG,Asia Pacific,Hong Kong,67 ms,7920 kB/s
47.76.77.103,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,7848 kB/s
8.218.188.129,80,false,HKG,Asia Pacific,Hong Kong,83 ms,7806 kB/s
8.218.207.169,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,7792 kB/s
8.210.192.93,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,7784 kB/s
8.210.146.108,8880,false,HKG,Asia Pacific,Hong Kong,66 ms,7763 kB/s
8.222.134.170,2086,false,SIN,Asia Pacific,Singapore,215 ms,7751 kB/s
47.236.237.90,2086,false,SIN,Asia Pacific,Singapore,231 ms,7743 kB/s
8.219.202.130,8880,false,SIN,Asia Pacific,Singapore,256 ms,7742 kB/s
8.218.142.253,8080,false,HKG,Asia Pacific,Hong Kong,56 ms,7727 kB/s
8.218.65.237,80,false,HKG,Asia Pacific,Hong Kong,57 ms,7713 kB/s
8.222.249.190,2095,false,SIN,Asia Pacific,Singapore,273 ms,7713 kB/s
8.217.239.116,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,7713 kB/s
8.218.8.142,80,false,HKG,Asia Pacific,Hong Kong,76 ms,7700 kB/s
8.218.65.237,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,7668 kB/s
47.236.170.54,2086,false,SIN,Asia Pacific,Singapore,219 ms,7647 kB/s
47.242.176.237,8880,false,HKG,Asia Pacific,Hong Kong,67 ms,7645 kB/s
8.217.221.165,80,false,HKG,Asia Pacific,Hong Kong,66 ms,7610 kB/s
8.217.145.40,2052,false,HKG,Asia Pacific,Hong Kong,58 ms,7604 kB/s
8.217.232.246,80,false,HKG,Asia Pacific,Hong Kong,63 ms,7596 kB/s
8.222.134.170,8080,false,SIN,Asia Pacific,Singapore,231 ms,7570 kB/s
47.236.169.15,8880,false,SIN,Asia Pacific,Singapore,252 ms,7544 kB/s
47.237.82.15,2095,false,SIN,Asia Pacific,Singapore,227 ms,7538 kB/s
47.236.237.90,2052,false,SIN,Asia Pacific,Singapore,253 ms,7524 kB/s
8.210.107.246,8880,false,HKG,Asia Pacific,Hong Kong,67 ms,7521 kB/s
8.219.40.37,80,false,SIN,Asia Pacific,Singapore,224 ms,7512 kB/s
8.217.121.207,8080,false,HKG,Asia Pacific,Hong Kong,66 ms,7479 kB/s
47.245.84.124,2095,false,SIN,Asia Pacific,Singapore,232 ms,7473 kB/s
47.236.168.17,2095,false,SIN,Asia Pacific,Singapore,243 ms,7460 kB/s
8.210.245.224,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,7425 kB/s
8.217.193.25,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,7415 kB/s
8.210.39.96,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,7376 kB/s
47.76.32.108,80,false,HKG,Asia Pacific,Hong Kong,56 ms,7373 kB/s
8.218.122.55,80,false,HKG,Asia Pacific,Hong Kong,58 ms,7352 kB/s
47.236.158.158,2086,false,SIN,Asia Pacific,Singapore,220 ms,7345 kB/s
8.217.159.210,8880,false,HKG,Asia Pacific,Hong Kong,65 ms,7337 kB/s
8.218.136.25,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,7320 kB/s
47.236.117.48,80,false,SIN,Asia Pacific,Singapore,223 ms,7319 kB/s
47.245.118.70,2095,false,SIN,Asia Pacific,Singapore,255 ms,7318 kB/s
8.218.243.95,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,7318 kB/s
8.217.91.121,2095,false,HKG,Asia Pacific,Hong Kong,57 ms,7307 kB/s
47.236.171.205,2082,false,SIN,Asia Pacific,Singapore,219 ms,7289 kB/s
8.219.77.222,8880,false,SIN,Asia Pacific,Singapore,256 ms,7283 kB/s
8.222.180.86,2086,false,SIN,Asia Pacific,Singapore,236 ms,7276 kB/s
8.217.49.34,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,7264 kB/s
47.236.158.158,2095,false,SIN,Asia Pacific,Singapore,255 ms,7244 kB/s
47.236.123.133,2082,false,SIN,Asia Pacific,Singapore,227 ms,7243 kB/s
47.236.189.92,2095,false,SIN,Asia Pacific,Singapore,225 ms,7237 kB/s
8.210.119.11,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,7227 kB/s
47.243.169.63,80,false,HKG,Asia Pacific,Hong Kong,62 ms,7205 kB/s
8.219.40.37,8080,false,SIN,Asia Pacific,Singapore,221 ms,7195 kB/s
47.242.202.230,2052,false,HKG,Asia Pacific,Hong Kong,56 ms,7177 kB/s
47.243.183.127,80,false,HKG,Asia Pacific,Hong Kong,57 ms,7168 kB/s
47.242.232.14,80,false,HKG,Asia Pacific,Hong Kong,65 ms,7165 kB/s
47.242.202.230,80,false,HKG,Asia Pacific,Hong Kong,58 ms,7155 kB/s
47.236.172.71,2082,false,SIN,Asia Pacific,Singapore,244 ms,7148 kB/s
8.219.209.14,2052,false,SIN,Asia Pacific,Singapore,218 ms,7122 kB/s
8.210.55.134,2095,false,HKG,Asia Pacific,Hong Kong,66 ms,7121 kB/s
47.242.17.250,80,false,HKG,Asia Pacific,Hong Kong,60 ms,7120 kB/s
8.218.18.132,8080,false,HKG,Asia Pacific,Hong Kong,78 ms,7105 kB/s
8.218.52.115,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,7103 kB/s
47.236.174.206,2082,false,SIN,Asia Pacific,Singapore,267 ms,7093 kB/s
8.219.86.200,8080,false,SIN,Asia Pacific,Singapore,223 ms,7090 kB/s
47.245.126.151,2095,false,SIN,Asia Pacific,Singapore,247 ms,7083 kB/s
47.236.146.249,2086,false,SIN,Asia Pacific,Singapore,235 ms,7072 kB/s
47.236.144.208,2082,false,SIN,Asia Pacific,Singapore,251 ms,7072 kB/s
47.236.254.120,8080,false,SIN,Asia Pacific,Singapore,223 ms,7068 kB/s
8.217.49.34,2095,false,HKG,Asia Pacific,Hong Kong,56 ms,7064 kB/s
47.236.150.13,2082,false,SIN,Asia Pacific,Singapore,221 ms,7061 kB/s
47.245.86.230,2086,false,SIN,Asia Pacific,Singapore,243 ms,7055 kB/s
47.236.254.120,2052,false,SIN,Asia Pacific,Singapore,226 ms,7043 kB/s
47.236.144.48,8080,false,SIN,Asia Pacific,Singapore,233 ms,7019 kB/s
47.243.107.148,8080,false,HKG,Asia Pacific,Hong Kong,69 ms,7012 kB/s
47.245.84.124,8880,false,SIN,Asia Pacific,Singapore,235 ms,7007 kB/s
8.218.222.36,80,false,HKG,Asia Pacific,Hong Kong,54 ms,7002 kB/s
47.236.169.141,8880,false,SIN,Asia Pacific,Singapore,246 ms,6983 kB/s
47.236.205.188,2082,false,SIN,Asia Pacific,Singapore,263 ms,6983 kB/s
47.236.130.95,2082,false,SIN,Asia Pacific,Singapore,234 ms,6974 kB/s
47.236.171.205,8880,false,SIN,Asia Pacific,Singapore,234 ms,6961 kB/s
47.76.146.1,80,false,HKG,Asia Pacific,Hong Kong,56 ms,6957 kB/s
47.236.93.176,2082,false,SIN,Asia Pacific,Singapore,228 ms,6949 kB/s
47.242.176.237,80,false,HKG,Asia Pacific,Hong Kong,59 ms,6947 kB/s
47.243.139.85,2086,false,HKG,Asia Pacific,Hong Kong,58 ms,6945 kB/s
47.242.252.237,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,6943 kB/s
8.219.209.14,80,false,SIN,Asia Pacific,Singapore,302 ms,6939 kB/s
47.236.170.225,8080,false,SIN,Asia Pacific,Singapore,224 ms,6931 kB/s
47.245.86.230,2082,false,SIN,Asia Pacific,Singapore,300 ms,6929 kB/s
47.236.172.71,2095,false,SIN,Asia Pacific,Singapore,238 ms,6922 kB/s
47.236.166.131,2086,false,SIN,Asia Pacific,Singapore,240 ms,6917 kB/s
8.219.86.200,80,false,SIN,Asia Pacific,Singapore,226 ms,6912 kB/s
47.236.97.90,2082,false,SIN,Asia Pacific,Singapore,315 ms,6881 kB/s
8.210.203.7,80,false,HKG,Asia Pacific,Hong Kong,58 ms,6862 kB/s
8.218.243.95,80,false,HKG,Asia Pacific,Hong Kong,63 ms,6862 kB/s
47.245.114.163,2086,false,SIN,Asia Pacific,Singapore,258 ms,6860 kB/s
47.242.155.183,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,6847 kB/s
47.245.114.163,2052,false,SIN,Asia Pacific,Singapore,261 ms,6842 kB/s
47.236.9.152,2086,false,SIN,Asia Pacific,Singapore,245 ms,6833 kB/s
47.245.118.70,8080,false,SIN,Asia Pacific,Singapore,238 ms,6832 kB/s
47.236.87.246,8080,false,SIN,Asia Pacific,Singapore,223 ms,6826 kB/s
8.218.53.110,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,6826 kB/s
8.222.136.247,8880,false,SIN,Asia Pacific,Singapore,236 ms,6824 kB/s
47.245.126.151,2052,false,SIN,Asia Pacific,Singapore,231 ms,6815 kB/s
8.219.87.30,2082,false,SIN,Asia Pacific,Singapore,217 ms,6813 kB/s
47.237.14.220,80,false,SIN,Asia Pacific,Singapore,227 ms,6811 kB/s
47.236.189.92,2082,false,SIN,Asia Pacific,Singapore,243 ms,6800 kB/s
47.242.17.250,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,6799 kB/s
47.243.183.127,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,6792 kB/s
47.243.74.220,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,6791 kB/s
47.237.82.15,2086,false,SIN,Asia Pacific,Singapore,219 ms,6790 kB/s
47.236.180.51,2086,false,SIN,Asia Pacific,Singapore,258 ms,6788 kB/s
8.219.87.30,2052,false,SIN,Asia Pacific,Singapore,318 ms,6773 kB/s
47.236.165.25,80,false,SIN,Asia Pacific,Singapore,241 ms,6744 kB/s
8.219.202.130,8080,false,SIN,Asia Pacific,Singapore,220 ms,6742 kB/s
47.242.252.237,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,6732 kB/s
47.76.146.1,2095,false,HKG,Asia Pacific,Hong Kong,55 ms,6728 kB/s
47.236.170.54,2082,false,SIN,Asia Pacific,Singapore,243 ms,6722 kB/s
47.236.237.90,2095,false,SIN,Asia Pacific,Singapore,281 ms,6719 kB/s
47.236.166.131,2052,false,SIN,Asia Pacific,Singapore,232 ms,6711 kB/s
8.219.42.72,2086,false,SIN,Asia Pacific,Singapore,223 ms,6706 kB/s
47.237.95.13,8880,false,SIN,Asia Pacific,Singapore,241 ms,6688 kB/s
47.243.74.220,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,6683 kB/s
8.217.221.165,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,6683 kB/s
47.245.126.151,2082,false,SIN,Asia Pacific,Singapore,246 ms,6665 kB/s
47.242.232.14,2095,false,HKG,Asia Pacific,Hong Kong,69 ms,6664 kB/s
47.245.118.70,80,false,SIN,Asia Pacific,Singapore,227 ms,6658 kB/s
47.245.126.151,2086,false,SIN,Asia Pacific,Singapore,233 ms,6651 kB/s
47.236.170.54,8880,false,SIN,Asia Pacific,Singapore,222 ms,6639 kB/s
47.245.114.163,8880,false,SIN,Asia Pacific,Singapore,269 ms,6628 kB/s
47.236.169.15,2086,false,SIN,Asia Pacific,Singapore,259 ms,6626 kB/s
47.236.189.92,8880,false,SIN,Asia Pacific,Singapore,220 ms,6620 kB/s
47.236.169.15,80,false,SIN,Asia Pacific,Singapore,222 ms,6610 kB/s
47.236.168.17,80,false,SIN,Asia Pacific,Singapore,298 ms,6599 kB/s
47.237.95.13,8080,false,SIN,Asia Pacific,Singapore,213 ms,6585 kB/s
47.236.174.206,2095,false,SIN,Asia Pacific,Singapore,249 ms,6581 kB/s
47.236.164.215,80,false,SIN,Asia Pacific,Singapore,224 ms,6572 kB/s
47.76.94.15,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,6563 kB/s
8.218.18.132,80,false,HKG,Asia Pacific,Hong Kong,66 ms,6561 kB/s
47.237.0.31,8080,false,SIN,Asia Pacific,Singapore,248 ms,6557 kB/s
47.236.9.152,2052,false,SIN,Asia Pacific,Singapore,234 ms,6556 kB/s
47.237.0.31,2095,false,SIN,Asia Pacific,Singapore,221 ms,6553 kB/s
8.210.245.224,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,6547 kB/s
47.243.206.150,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,6522 kB/s
8.219.161.129,2086,false,SIN,Asia Pacific,Singapore,249 ms,6514 kB/s
47.236.149.107,2086,false,SIN,Asia Pacific,Singapore,271 ms,6506 kB/s
47.236.167.231,2082,false,SIN,Asia Pacific,Singapore,276 ms,6501 kB/s
47.236.170.225,2052,false,SIN,Asia Pacific,Singapore,287 ms,6492 kB/s
47.236.150.13,2095,false,SIN,Asia Pacific,Singapore,225 ms,6484 kB/s
47.236.146.249,8080,false,SIN,Asia Pacific,Singapore,257 ms,6480 kB/s
8.222.193.65,8080,false,SIN,Asia Pacific,Singapore,235 ms,6473 kB/s
47.236.166.131,2095,false,SIN,Asia Pacific,Singapore,283 ms,6460 kB/s
47.236.83.239,80,false,SIN,Asia Pacific,Singapore,236 ms,6452 kB/s
47.237.84.173,2052,false,SIN,Asia Pacific,Singapore,232 ms,6448 kB/s
47.236.202.91,2052,false,SIN,Asia Pacific,Singapore,220 ms,6443 kB/s
8.219.200.145,2082,false,SIN,Asia Pacific,Singapore,229 ms,6436 kB/s
47.76.32.108,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,6422 kB/s
47.236.17.193,8880,false,SIN,Asia Pacific,Singapore,241 ms,6419 kB/s
8.222.249.190,80,false,SIN,Asia Pacific,Singapore,232 ms,6417 kB/s
47.237.11.182,2052,false,SIN,Asia Pacific,Singapore,272 ms,6412 kB/s
8.222.214.231,8880,false,SIN,Asia Pacific,Singapore,222 ms,6410 kB/s
47.236.169.15,8080,false,SIN,Asia Pacific,Singapore,241 ms,6410 kB/s
47.243.206.150,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,6396 kB/s
8.217.248.220,2052,false,HKG,Asia Pacific,Hong Kong,58 ms,6388 kB/s
47.245.126.151,8880,false,SIN,Asia Pacific,Singapore,228 ms,6383 kB/s
47.236.93.176,8880,false,SIN,Asia Pacific,Singapore,225 ms,6373 kB/s
47.236.165.25,2052,false,SIN,Asia Pacific,Singapore,261 ms,6365 kB/s
8.219.100.168,8880,false,SIN,Asia Pacific,Singapore,229 ms,6365 kB/s
47.236.254.120,8880,false,SIN,Asia Pacific,Singapore,288 ms,6362 kB/s
8.218.181.189,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,6356 kB/s
47.236.205.188,2095,false,SIN,Asia Pacific,Singapore,288 ms,6353 kB/s
47.76.94.15,2052,false,HKG,Asia Pacific,Hong Kong,56 ms,6353 kB/s
47.236.165.25,8880,false,SIN,Asia Pacific,Singapore,261 ms,6339 kB/s
47.236.174.206,8080,false,SIN,Asia Pacific,Singapore,225 ms,6330 kB/s
47.236.5.223,2095,false,SIN,Asia Pacific,Singapore,233 ms,6325 kB/s
47.236.123.133,80,false,SIN,Asia Pacific,Singapore,264 ms,6313 kB/s
47.242.171.94,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,6310 kB/s
47.242.232.14,8080,false,HKG,Asia Pacific,Hong Kong,70 ms,6307 kB/s
8.219.111.147,8880,false,SIN,Asia Pacific,Singapore,240 ms,6306 kB/s
47.236.202.91,80,false,SIN,Asia Pacific,Singapore,244 ms,6302 kB/s
47.245.118.70,2082,false,SIN,Asia Pacific,Singapore,274 ms,6299 kB/s
47.236.253.41,8080,false,SIN,Asia Pacific,Singapore,215 ms,6271 kB/s
47.236.164.215,2052,false,SIN,Asia Pacific,Singapore,248 ms,6264 kB/s
47.237.84.173,2082,false,SIN,Asia Pacific,Singapore,238 ms,6242 kB/s
8.219.111.147,2086,false,SIN,Asia Pacific,Singapore,243 ms,6241 kB/s
47.74.155.26,80,false,SIN,Asia Pacific,Singapore,84 ms,6239 kB/s
47.236.180.24,2052,false,SIN,Asia Pacific,Singapore,285 ms,6238 kB/s
47.236.145.85,80,false,SIN,Asia Pacific,Singapore,239 ms,6235 kB/s
8.219.200.145,8880,false,SIN,Asia Pacific,Singapore,225 ms,6231 kB/s
8.222.180.86,8080,false,SIN,Asia Pacific,Singapore,229 ms,6230 kB/s
8.218.18.235,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,6223 kB/s
47.236.149.107,2095,false,SIN,Asia Pacific,Singapore,224 ms,6219 kB/s
47.236.237.90,8880,false,SIN,Asia Pacific,Singapore,238 ms,6218 kB/s
8.222.208.38,2052,false,SIN,Asia Pacific,Singapore,223 ms,6203 kB/s
47.236.144.196,80,false,SIN,Asia Pacific,Singapore,277 ms,6202 kB/s
47.237.8.82,8080,false,SIN,Asia Pacific,Singapore,231 ms,6202 kB/s
8.210.174.156,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,6192 kB/s
47.237.10.1,2095,false,SIN,Asia Pacific,Singapore,254 ms,6182 kB/s
8.218.3.12,80,false,HKG,Asia Pacific,Hong Kong,60 ms,6179 kB/s
8.217.232.246,8080,false,HKG,Asia Pacific,Hong Kong,72 ms,6178 kB/s
8.222.136.247,2086,false,SIN,Asia Pacific,Singapore,261 ms,6177 kB/s
47.237.81.112,2082,false,SIN,Asia Pacific,Singapore,266 ms,6176 kB/s
8.218.122.55,2082,false,HKG,Asia Pacific,Hong Kong,67 ms,6158 kB/s
47.236.144.196,8080,false,SIN,Asia Pacific,Singapore,234 ms,6155 kB/s
47.243.173.187,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,6143 kB/s
47.237.92.26,8080,false,SIN,Asia Pacific,Singapore,217 ms,6139 kB/s
47.76.49.246,2086,false,HKG,Asia Pacific,Hong Kong,70 ms,6133 kB/s
47.236.169.164,2052,false,SIN,Asia Pacific,Singapore,260 ms,6128 kB/s
47.236.180.51,2052,false,SIN,Asia Pacific,Singapore,240 ms,6126 kB/s
47.236.172.95,8080,false,SIN,Asia Pacific,Singapore,257 ms,6125 kB/s
47.236.172.95,2082,false,SIN,Asia Pacific,Singapore,255 ms,6123 kB/s
8.219.0.48,2095,false,SIN,Asia Pacific,Singapore,252 ms,6123 kB/s
8.210.34.188,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,6120 kB/s
47.237.92.26,8880,false,SIN,Asia Pacific,Singapore,224 ms,6118 kB/s
47.236.5.223,80,false,SIN,Asia Pacific,Singapore,227 ms,6111 kB/s
47.243.74.220,80,false,HKG,Asia Pacific,Hong Kong,58 ms,6109 kB/s
8.218.3.12,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,6088 kB/s
47.236.167.231,80,false,SIN,Asia Pacific,Singapore,220 ms,6086 kB/s
47.245.126.151,8080,false,SIN,Asia Pacific,Singapore,247 ms,6077 kB/s
8.222.165.117,2095,false,SIN,Asia Pacific,Singapore,233 ms,6060 kB/s
8.218.48.92,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,6057 kB/s
47.242.155.183,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,6049 kB/s
47.236.202.91,2082,false,SIN,Asia Pacific,Singapore,228 ms,6029 kB/s
8.222.249.190,2082,false,SIN,Asia Pacific,Singapore,241 ms,6023 kB/s
47.236.189.92,8080,false,SIN,Asia Pacific,Singapore,249 ms,6014 kB/s
47.236.166.131,8880,false,SIN,Asia Pacific,Singapore,231 ms,6014 kB/s
47.236.144.48,8880,false,SIN,Asia Pacific,Singapore,220 ms,6012 kB/s
47.236.168.17,2082,false,SIN,Asia Pacific,Singapore,230 ms,6007 kB/s
8.219.174.213,8080,false,SIN,Asia Pacific,Singapore,230 ms,6006 kB/s
47.236.146.249,2052,false,SIN,Asia Pacific,Singapore,244 ms,6005 kB/s
47.236.170.54,80,false,SIN,Asia Pacific,Singapore,248 ms,6003 kB/s
8.210.192.93,80,false,HKG,Asia Pacific,Hong Kong,67 ms,6003 kB/s
47.236.93.176,2052,false,SIN,Asia Pacific,Singapore,224 ms,5991 kB/s
8.219.170.232,2052,false,SIN,Asia Pacific,Singapore,222 ms,5989 kB/s
47.236.80.110,2052,false,SIN,Asia Pacific,Singapore,231 ms,5985 kB/s
47.242.155.183,80,false,HKG,Asia Pacific,Hong Kong,63 ms,5983 kB/s
47.236.80.110,2086,false,SIN,Asia Pacific,Singapore,241 ms,5982 kB/s
8.219.99.169,2082,false,SIN,Asia Pacific,Singapore,250 ms,5977 kB/s
8.219.0.48,8880,false,SIN,Asia Pacific,Singapore,234 ms,5971 kB/s
8.210.107.246,80,false,HKG,Asia Pacific,Hong Kong,58 ms,5962 kB/s
47.236.168.17,2086,false,SIN,Asia Pacific,Singapore,248 ms,5955 kB/s
47.236.253.41,80,false,SIN,Asia Pacific,Singapore,231 ms,5954 kB/s
47.236.87.246,80,false,SIN,Asia Pacific,Singapore,299 ms,5954 kB/s
8.210.207.214,80,false,HKG,Asia Pacific,Hong Kong,55 ms,5950 kB/s
47.236.123.133,8880,false,SIN,Asia Pacific,Singapore,231 ms,5944 kB/s
8.210.107.246,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,5942 kB/s
47.245.118.70,2086,false,SIN,Asia Pacific,Singapore,233 ms,5929 kB/s
47.236.87.246,2082,false,SIN,Asia Pacific,Singapore,279 ms,5927 kB/s
47.236.158.158,80,false,SIN,Asia Pacific,Singapore,224 ms,5922 kB/s
47.237.83.20,2095,false,SIN,Asia Pacific,Singapore,229 ms,5922 kB/s
47.236.189.92,80,false,SIN,Asia Pacific,Singapore,241 ms,5916 kB/s
47.242.202.230,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,5913 kB/s
8.219.200.145,2095,false,SIN,Asia Pacific,Singapore,309 ms,5888 kB/s
8.222.249.190,8880,false,SIN,Asia Pacific,Singapore,222 ms,5887 kB/s
47.236.149.107,8080,false,SIN,Asia Pacific,Singapore,237 ms,5886 kB/s
47.236.172.71,80,false,SIN,Asia Pacific,Singapore,295 ms,5883 kB/s
47.242.17.250,8880,false,HKG,Asia Pacific,Hong Kong,56 ms,5880 kB/s
47.245.114.163,2095,false,SIN,Asia Pacific,Singapore,236 ms,5878 kB/s
47.237.84.173,8880,false,SIN,Asia Pacific,Singapore,218 ms,5878 kB/s
47.236.254.120,2095,false,SIN,Asia Pacific,Singapore,277 ms,5873 kB/s
47.236.170.54,8080,false,SIN,Asia Pacific,Singapore,223 ms,5869 kB/s
47.236.254.120,2082,false,SIN,Asia Pacific,Singapore,220 ms,5859 kB/s
47.237.14.220,2095,false,SIN,Asia Pacific,Singapore,252 ms,5853 kB/s
47.236.202.91,8080,false,SIN,Asia Pacific,Singapore,212 ms,5850 kB/s
47.236.172.95,2052,false,SIN,Asia Pacific,Singapore,253 ms,5843 kB/s
8.222.165.117,2082,false,SIN,Asia Pacific,Singapore,243 ms,5843 kB/s
47.237.10.1,8880,false,SIN,Asia Pacific,Singapore,232 ms,5841 kB/s
8.218.188.129,8080,false,HKG,Asia Pacific,Hong Kong,70 ms,5832 kB/s
47.236.169.164,2082,false,SIN,Asia Pacific,Singapore,297 ms,5827 kB/s
47.236.144.196,8880,false,SIN,Asia Pacific,Singapore,242 ms,5821 kB/s
8.210.207.214,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,5810 kB/s
47.236.144.48,2082,false,SIN,Asia Pacific,Singapore,235 ms,5805 kB/s
8.219.200.145,2052,false,SIN,Asia Pacific,Singapore,234 ms,5803 kB/s
47.236.237.90,80,false,SIN,Asia Pacific,Singapore,235 ms,5803 kB/s
47.236.118.216,2082,false,SIN,Asia Pacific,Singapore,228 ms,5800 kB/s
47.237.82.15,8080,false,SIN,Asia Pacific,Singapore,232 ms,5800 kB/s
8.219.161.129,80,false,SIN,Asia Pacific,Singapore,224 ms,5798 kB/s
47.236.170.54,2095,false,SIN,Asia Pacific,Singapore,231 ms,5798 kB/s
